symbol,stock_name,industry,market,start_date,end_date,start_price,end_price,range_pct,win_days,span_days,win_low_sum_vol,win_amount,avg_amount,is_st,is_new,has_zero_vol,ipo_dt,days_since_ipo,status
bj920090,*ST同辉,,BJ,2015-03-04,2015-03-09,2.0,4.38,1.19,20,5,1372775.0,3755685.0,187784.25,True,False,False,,,
bj920091,大鹏工业,,BJ,2025-11-21,2025-11-21,35.01,159.0,3.541559554413025,20,0,135807907.0,8634442885.0,431722144.25,False,False,False,,,
bj920092,汉鑫科技,,BJ,2023-10-30,2023-11-24,13.61,30.06,1.2086700955180016,20,25,25252526.0,541902913.0,27095145.65,False,False,False,,,
bj920099,瑞华技术,,BJ,2024-09-26,2024-10-09,21.1,44.88,1.1270142180094784,20,13,112121574.0,3429702540.0,171485127.0,False,False,False,,,
bj920106,林泰新材,,BJ,2025-02-06,2025-03-03,52.7,116.0,1.2011385199240987,20,25,26855896.0,1886874266.0,94343713.3,False,False,False,,,
bj920110,雷特科技,,BJ,2024-09-23,2024-10-25,14.76,31.43,1.1294037940379402,20,32,21574614.0,510278111.0,25513905.55,False,False,False,,,
bj920111,聚星科技,,BJ,2024-11-12,2024-11-14,22.61,50.88,1.2503317116320214,20,2,247338675.0,8050450098.0,402522504.9,False,False,False,,,
bj920116,星图测控,,BJ,2025-02-07,2025-03-06,49.18,100.74,1.0483936559577063,20,27,123293619.0,8140502661.0,407025133.05,False,False,False,,,
bj920122,中纺标,,BJ,2023-11-10,2023-12-05,9.92,23.9,1.409274193548387,20,25,39483171.0,598593425.0,29929671.25,False,False,False,,,
bj920123,芭薇股份,,BJ,2024-09-26,2024-10-30,8.58,18.33,1.1363636363636362,20,34,68103132.0,889617252.0,44480862.6,False,False,False,,,
bj920125,鸿仕达,,BJ,2026-04-24,2026-05-26,46.0,198.88,3.3234782608695648,20,32,102609975.0,10357554015.0,517877700.75,False,False,False,,,
bj920130,立方控股,,BJ,2024-06-18,2024-06-21,7.3,17.16,1.3506849315068492,20,3,36041487.0,425005784.0,21250289.2,False,False,False,,,
bj920132,泰鹏智能,,BJ,2024-10-11,2024-11-04,8.15,16.47,1.0208588957055214,20,24,76061063.0,888006017.0,44400300.85,False,False,False,,,
bj920139,华岭股份,,BJ,2024-09-10,2024-10-09,6.77,16.57,1.447562776957164,20,29,106778104.0,1320018273.0,66000913.65,False,False,False,,,
bj920145,恒合股份,,BJ,2024-09-23,2024-10-25,4.52,9.73,1.1526548672566377,20,32,75998410.0,564483575.0,28224178.75,False,False,False,,,
bj920146,华阳变速,,BJ,2021-08-31,2021-09-10,4.1,8.37,1.0414634146341464,20,10,32760672.0,194696608.0,9734830.4,False,False,False,,,
bj920149,旭杰科技,,BJ,2023-11-02,2023-11-23,3.6,7.44,1.0666666666666669,20,21,28172961.0,155181859.0,7759092.95,False,False,False,,,
