symbol,stock_name,industry,market,start_date,end_date,start_price,end_price,range_pct,win_days,span_days,win_low_sum_vol,win_amount,avg_amount,is_st,is_new,has_zero_vol,ipo_dt,days_since_ipo,status
sh603127,昭衍新药,M73研究和试验发展,SH,2017-08-25,2017-09-15,18.01,75.24,3.1776790671848962,20,21,300145.3,1988490424.0,99424521.2,False,True,False,2017-08-25,0.0,1
sh603128,华贸物流,G58多式联运和运输代理业,SH,2013-08-01,2013-08-28,5.18,10.36,1.0,20,27,2919190.62,2096197150.0,104809857.5,False,False,False,2012-05-29,429.0,1
sh603129,春风动力,C37铁路、船舶、航空航天和其他运输设备制造业,SH,2017-08-18,2017-09-01,19.63,50.92,1.5939887926642897,20,14,904066.8899999999,3914000851.0,195700042.55,False,True,False,2017-08-18,0.0,1
sh603131,上海沪工,C34通用设备制造业,SH,2016-06-07,2016-07-06,14.53,88.88,5.116999311768755,20,29,20185.910000000003,123406958.0,6170347.9,False,True,False,2016-06-07,0.0,1
sh603136,天目湖,N78公共设施管理业,SH,2017-09-27,2017-10-16,23.62,59.38,1.5139712108382728,20,19,776663.6000000001,3940642093.0,197032104.65,False,True,False,2017-09-27,0.0,1
sh603137,恒尚节能,E50建筑装饰、装修和其他建筑业,SH,2026-06-11,2026-07-08,11.2,22.91,1.0455357142857142,20,27,737569.3099999999,1418996348.0,70949817.4,False,False,False,2023-04-19,1149.0,1
sh603138,海量数据,I65软件和信息技术服务业,SH,2017-03-06,2017-03-31,14.39,83.9,4.830437804030577,20,25,207022.31,1607040239.0,80352011.95,False,True,False,2017-03-06,0.0,1
sh603139,康惠股份,C27医药制造业,SH,2017-04-21,2017-05-04,20.98,44.5,1.121067683508103,20,13,661625.4700000001,2468739325.0,123436966.25,False,True,False,2017-04-21,0.0,1
sh603158,腾龙股份,C36汽车制造业,SH,2015-04-28,2015-05-26,35.01,70.09,1.0019994287346474,20,28,895158.1099999999,4252418048.0,212620902.4,False,True,False,2015-03-20,39.0,1
sh603159,上海亚虹,C29橡胶和塑料制品业,SH,2016-08-12,2016-09-08,9.91,58.99,4.952573158425833,20,27,200967.03,1125239671.0,56261983.55,False,True,False,2016-08-12,0.0,1
