symbol,date,proba,close
sz300179,2026-09-24,0.19903842375694722,44.29
sz300473,2026-09-24,0.1989122950415604,36.36
sz000420,2026-09-24,0.19830266922314588,3.57
sh603936,2026-09-24,0.19752200274110981,21.31
sz300074,2026-09-24,0.19698861799598938,3.83
sz301677,2026-09-24,0.196790330143064,53.0
sh600310,2026-09-24,0.19508003204151997,4.45
sz000926,2026-09-24,0.19501259493807174,2.12
bj920509,2026-09-24,0.19418754099355975,24.93
sh601113,2026-09-24,0.19401866040814642,3.54
sz000930,2026-09-24,0.1934947218329083,5.26
sz002145,2026-09-24,0.19311230260340995,4.83
sh600403,2026-09-24,0.19221316565485602,7.19
sz002562,2026-09-24,0.19219439015970394,5.0
sz300464,2026-09-24,0.19204842509763048,11.44
sz300167,2026-09-24,0.1918442503212775,4.02
sh600212,2026-09-24,0.1917619571216822,6.07
sz300534,2026-09-24,0.1908425280715744,13.84
sh603567,2026-09-24,0.1908223049574907,5.17
sz003026,2026-09-24,0.19057708979856505,35.55
bj920992,2026-09-24,0.19041024447761237,12.98
sz000516,2026-09-24,0.19018423842869928,4.3
sz000607,2026-09-24,0.19016096940306185,4.03
sz300833,2026-09-24,0.18975232629150224,42.91
sz300568,2026-09-24,0.1894825296914878,17.5
sh600467,2026-09-24,0.189145076393594,2.38
sz002451,2026-09-24,0.1890881352826688,7.62
sh600770,2026-09-24,0.18882132883303077,6.21
sz000615,2026-09-24,0.18869986144489118,3.2
sz000911,2026-09-24,0.18866726209789528,5.11
sz002259,2026-09-24,0.18795370908664807,4.74
sh601339,2026-09-24,0.1876199706101898,7.47
sh600231,2026-09-24,0.18721207171372634,1.65
sz000428,2026-09-24,0.1866888764931591,4.02
sz002659,2026-09-24,0.18654489813038144,4.69
sh603115,2026-09-24,0.18646627089965326,79.4
sz000920,2026-09-24,0.1864150884118795,12.71
sh601588,2026-09-24,0.18597201273403505,1.75
sz002971,2026-09-24,0.18597161818137525,43.19
sz300960,2026-09-24,0.1859041881967812,18.99
sh603216,2026-09-24,0.1857061434988893,23.32
sh603580,2026-09-24,0.18558048231265303,78.74
sz300239,2026-09-24,0.1854548251542415,5.35
sz000002,2026-09-24,0.18527985207824083,3.76
sz002501,2026-09-24,0.1849411242433095,1.3
sz002551,2026-09-24,0.1848416635930278,3.35
sz002647,2026-09-24,0.18448465144543813,11.75
sz000663,2026-09-24,0.1843997248129159,6.08
sh600059,2026-09-24,0.18430625744263227,11.0
sz301108,2026-09-24,0.18371007882739815,51.71
sh688238,2026-09-24,0.18361052208416914,8.52
sz002247,2026-09-24,0.18348209634538593,2.45
bj920370,2026-09-24,0.18311589084568264,2.9
sz300917,2026-09-24,0.18235915736079875,31.45
sz300203,2026-09-24,0.18212049174397524,14.51
sh603321,2026-09-24,0.18135823589730393,7.23
sh600356,2026-09-24,0.18085035933065885,10.64
sz301511,2026-09-24,0.18019305972099073,103.3
sh600981,2026-09-24,0.1799095548026392,2.37
sh688625,2026-09-24,0.179805519132058,74.1
sz301125,2026-09-24,0.1797619544318065,14.71
sz002564,2026-09-24,0.17873317017759255,5.28
sh600740,2026-09-24,0.17860083462925044,3.77
sz301059,2026-09-24,0.17856913664039256,13.21
sz002623,2026-09-24,0.17844844587056174,19.05
sz002966,2026-09-24,0.17842126828791013,9.2
sh603002,2026-09-24,0.17837891102691872,19.19
sh688426,2026-09-24,0.17795965888411258,21.96
sz002998,2026-09-24,0.1777664552122775,8.26
sh688205,2026-09-24,0.17774748653777972,210.68
sh600327,2026-09-24,0.17769565322367098,3.8
sh601208,2026-09-24,0.17724428106976997,56.44
sz001326,2026-09-24,0.17680709734736877,110.15
sh600479,2026-09-24,0.1760656243723663,12.4
sh600708,2026-09-24,0.17528398899734535,3.03
sz002445,2026-09-24,0.17499640112732323,3.11
sh600229,2026-09-24,0.17456385395981758,5.82
sz300737,2026-09-24,0.17455605901762766,4.57
sz000829,2026-09-24,0.17425858750888995,9.32
sz002426,2026-09-24,0.1740104068763797,2.8
sz000016,2026-09-03,0.17369776186798788,2.46
sh600221,2026-09-24,0.17368502556430299,1.22
sz300425,2026-09-24,0.1736387898623745,4.05
sz300285,2026-09-24,0.17356677033535448,70.0
sz002510,2026-09-24,0.173563445357313,5.65
sz002246,2026-09-24,0.17319041588168624,26.0
bj920015,2026-09-24,0.17289070457657085,45.32
sz002815,2026-09-24,0.17268372479524627,23.83
sz002980,2026-09-24,0.1726194340352559,108.11
sz002495,2026-09-24,0.1725600104328318,2.4
sz002589,2026-09-24,0.17251452013597296,3.32
sh600753,2026-09-24,0.1724152876119305,13.47
sz002022,2026-09-24,0.17210103235536295,6.12
sz000892,2026-09-24,0.17200314039648573,4.51
sz002178,2026-09-24,0.17199636927954884,5.07
sz000795,2026-09-24,0.17176759327129984,8.52
bj920351,2026-09-24,0.17140721120501173,13.1
sh600828,2026-09-24,0.17106392418974908,4.37
sz002398,2026-09-24,0.17103416602096624,4.27
sh603221,2026-09-24,0.17074210668538417,30.8
sz002269,2026-09-24,0.17064825877675108,1.39
sh600732,2026-09-24,0.17049386101801234,11.02
sh603519,2026-09-24,0.1702091547592243,17.58
sz000610,2026-09-24,0.1698682576271742,7.4
sz300710,2026-09-24,0.1697996479277535,32.15
sh600826,2026-09-24,0.16870858371183808,8.12
sz002388,2026-09-24,0.16844424215693476,7.76
sz000955,2026-09-24,0.16823772302485704,4.03
sh600503,2026-09-24,0.1680083778569415,2.65
sh603557,2026-09-24,0.16795698264638623,3.14
sh688662,2026-09-24,0.16766646636556257,128.28
sh600939,2026-09-24,0.1676557803557172,2.6
sz300562,2026-09-24,0.16754378212206378,17.35
sz300850,2026-09-24,0.16748886752698394,29.25
sz002492,2026-09-24,0.16723548743579525,6.32
sh600881,2026-09-24,0.16715573526548086,1.85
sz002568,2026-09-24,0.16683715441861796,19.25
sh600228,2026-09-24,0.16666243359480903,10.6
sz002011,2026-09-24,0.16653625435097702,14.08
sz300020,2026-09-24,0.16594503743288463,3.79
sh605180,2026-09-24,0.16591641866904275,14.28
sh600307,2026-09-24,0.1657325266591765,1.45
sh688776,2026-09-24,0.16572563922671427,54.25
sz300629,2026-09-24,0.16565255964521935,19.08
sz300350,2026-09-24,0.16565036555511264,4.62
